state_code,state_name,lga_code,lga_name,ward_code,ward_name,pu_code,inec_full_code,name,senatorial_district_name,federal_constituency_name
1,Abia,3,Arochukwu,1,Ovukwu,18,01/03/01/018,Ndi Okereke Town Hall,Abia North,Arochukwu/Ohafia
